tick,timestamp,speed_ms,location_x,location_y,control_mode,collision,lane_invasion,is_avoiding
1,0.00041174888610839844,0.17,-74.62,-94.53,autopilot,False,False,False
2,0.033765554428100586,0.49,-74.62,-94.54,autopilot,False,False,False
3,0.05621790885925293,1.04,-74.62,-94.57,autopilot,False,False,False
4,0.07854890823364258,1.32,-74.62,-94.6,autopilot,False,False,False
5,0.10050725936889648,1.58,-74.62,-94.63,autopilot,False,False,False
6,0.12134981155395508,1.8,-74.62,-94.66,autopilot,False,False,False
7,0.14272356033325195,2.0,-74.62,-94.71,autopilot,False,False,False
8,0.16489577293395996,2.19,-74.62,-94.75,autopilot,False,False,False
9,0.1872851848602295,2.37,-74.62,-94.8,autopilot,False,False,False
10,0.20906352996826172,2.53,-74.62,-94.86,autopilot,False,False,False
11,0.23031306266784668,2.67,-74.62,-94.91,autopilot,False,False,False
12,0.2523534297943115,2.79,-74.62,-94.97,autopilot,False,False,False
13,0.27449774742126465,2.91,-74.62,-95.04,autopilot,False,False,False
14,0.2951161861419678,3.01,-74.62,-95.1,autopilot,False,False,False
15,0.3178534507751465,3.11,-74.62,-95.17,autopilot,False,False,False
16,0.338207483291626,3.2,-74.63,-95.23,autopilot,False,False,False
17,0.3584463596343994,3.28,-74.63,-95.3,autopilot,False,False,False
18,0.3826913833618164,3.34,-74.63,-95.35,autopilot,False,False,False
19,0.4055776596069336,3.43,-74.63,-95.45,autopilot,False,False,False
20,0.42791080474853516,3.51,-74.63,-95.53,autopilot,False,False,False
21,0.448350191116333,3.57,-74.63,-95.61,autopilot,False,False,False
22,0.46952319145202637,3.63,-74.63,-95.68,autopilot,False,False,False
23,0.49131202697753906,3.69,-74.63,-95.76,autopilot,False,False,False
24,0.5131421089172363,3.75,-74.63,-95.84,autopilot,False,False,False
25,0.5341734886169434,3.8,-74.63,-95.92,autopilot,False,False,False
26,0.5557990074157715,3.86,-74.63,-96.01,autopilot,False,False,False
27,0.5773913860321045,3.91,-74.63,-96.09,autopilot,False,False,False
28,0.5986623764038086,3.96,-74.63,-96.17,autopilot,False,False,False
29,0.6214845180511475,4.02,-74.63,-96.26,autopilot,False,False,False
30,0.6436452865600586,4.07,-74.63,-96.35,autopilot,False,False,False
31,0.6662843227386475,4.12,-74.63,-96.45,autopilot,False,False,False
32,0.6883928775787354,4.16,-74.63,-96.54,autopilot,False,False,False
33,0.7106010913848877,4.21,-74.63,-96.63,autopilot,False,False,False
34,0.7325441837310791,4.25,-74.63,-96.72,autopilot,False,False,False
35,0.7542970180511475,4.29,-74.63,-96.82,autopilot,False,False,False
36,0.7762677669525146,4.33,-74.63,-96.91,autopilot,False,False,False
37,0.7969489097595215,4.37,-74.63,-97.0,autopilot,False,False,False
38,0.818305492401123,4.4,-74.63,-97.09,autopilot,False,False,False
39,0.8391213417053223,4.43,-74.63,-97.19,autopilot,False,False,False
40,0.8614153861999512,4.46,-74.63,-97.29,autopilot,False,False,False
41,0.8832311630249023,4.49,-74.63,-97.38,autopilot,False,False,False
42,0.9057390689849854,4.52,-74.63,-97.49,autopilot,False,False,False
43,0.9274125099182129,4.55,-74.63,-97.58,autopilot,False,False,False
44,0.9489583969116211,4.57,-74.63,-97.68,autopilot,False,False,False
45,0.9697916507720947,4.59,-74.63,-97.78,autopilot,False,False,False
46,0.9900600910186768,4.61,-74.63,-97.86,autopilot,False,False,False
47,1.013883352279663,4.63,-74.63,-97.97,autopilot,False,False,False
48,1.0360524654388428,4.65,-74.63,-98.08,autopilot,False,False,False
49,1.0575883388519287,4.66,-74.63,-98.18,autopilot,False,False,False
50,1.0782678127288818,4.68,-74.63,-98.28,autopilot,False,False,False
51,1.0984976291656494,4.69,-74.63,-98.38,autopilot,False,False,False
52,1.1192874908447266,4.7,-74.63,-98.47,autopilot,False,False,False
53,1.139585256576538,4.71,-74.63,-98.57,autopilot,False,False,False
54,1.1599149703979492,4.72,-74.63,-98.67,autopilot,False,False,False
55,1.1808695793151855,4.73,-74.63,-98.76,autopilot,False,False,False
56,1.2033181190490723,4.74,-74.64,-98.87,autopilot,False,False,False
57,1.224071979522705,4.75,-74.64,-98.97,autopilot,False,False,False
58,1.2461400032043457,4.75,-74.64,-99.07,autopilot,False,False,False
59,1.2688465118408203,4.76,-74.64,-99.18,autopilot,False,False,False
60,1.2906429767608643,4.77,-74.64,-99.28,autopilot,False,False,False
61,1.3149235248565674,4.77,-74.64,-99.39,autopilot,False,False,False
62,1.3352649211883545,4.78,-74.64,-99.5,autopilot,False,False,False
63,1.3566834926605225,4.78,-74.64,-99.6,autopilot,False,False,False
64,1.3774690628051758,4.78,-74.64,-99.7,autopilot,False,False,False
65,1.399461269378662,4.79,-74.64,-99.81,autopilot,False,False,False
66,1.4206726551055908,4.79,-74.64,-99.91,autopilot,False,False,False
67,1.4432268142700195,4.79,-74.64,-100.01,autopilot,False,False,False
68,1.4636001586914062,4.8,-74.64,-100.11,autopilot,False,False,False
69,1.484807014465332,4.8,-74.64,-100.21,autopilot,False,False,False
70,1.5059516429901123,4.8,-74.64,-100.32,autopilot,False,False,False
71,1.5263679027557373,4.8,-74.64,-100.41,autopilot,False,False,False
72,1.5466997623443604,4.8,-74.64,-100.51,autopilot,False,False,False
73,1.5690252780914307,4.8,-74.64,-100.62,autopilot,False,False,False
74,1.5911228656768799,4.8,-74.64,-100.72,autopilot,False,False,False
75,1.6122043132781982,4.8,-74.64,-100.83,autopilot,False,False,False
76,1.6337475776672363,4.81,-74.64,-100.93,autopilot,False,False,False
77,1.6546120643615723,4.81,-74.64,-101.03,autopilot,False,False,False
78,1.6751303672790527,4.81,-74.64,-101.13,autopilot,False,False,False
79,1.696946144104004,4.81,-74.64,-101.23,autopilot,False,False,False
80,1.718682050704956,4.81,-74.64,-101.34,autopilot,False,False,False
81,1.740910530090332,4.81,-74.64,-101.44,autopilot,False,False,False
82,1.7630963325500488,4.81,-74.64,-101.55,autopilot,False,False,False
83,1.785233974456787,4.81,-74.64,-101.66,autopilot,False,False,False
84,1.8060367107391357,4.81,-74.64,-101.76,autopilot,False,False,False
85,1.8264167308807373,4.81,-74.64,-101.86,autopilot,False,False,False
86,1.8473739624023438,4.81,-74.64,-101.95,autopilot,False,False,False
87,1.8679187297821045,4.81,-74.64,-102.06,autopilot,False,False,False
88,1.8885414600372314,4.81,-74.64,-102.15,autopilot,False,False,False
89,1.9096031188964844,4.81,-74.64,-102.25,autopilot,False,False,False
90,1.9304537773132324,4.81,-74.64,-102.36,autopilot,False,False,False
91,1.9513418674468994,4.81,-74.64,-102.46,autopilot,False,False,False
92,1.9731385707855225,4.81,-74.65,-102.56,autopilot,False,False,False
93,1.9941785335540771,4.81,-74.65,-102.66,autopilot,False,False,False
94,2.0148303508758545,4.81,-74.65,-102.76,autopilot,False,False,False
95,2.0361199378967285,4.81,-74.65,-102.86,autopilot,False,False,False
96,2.056485652923584,4.81,-74.65,-102.96,autopilot,False,False,False
97,2.0768754482269287,4.81,-74.65,-103.05,autopilot,False,False,False
98,2.097637176513672,4.81,-74.65,-103.16,autopilot,False,False,False
99,2.118863105773926,4.81,-74.65,-103.26,autopilot,False,False,False
100,2.1391546726226807,4.81,-74.65,-103.36,autopilot,False,False,False
101,2.161358594894409,4.81,-74.65,-103.46,autopilot,False,False,False
102,2.1832058429718018,4.81,-74.65,-103.57,autopilot,False,False,False
103,2.203611373901367,4.81,-74.65,-103.67,autopilot,False,False,False
104,2.2256622314453125,4.81,-74.65,-103.77,autopilot,False,False,False
105,2.2469379901885986,4.81,-74.65,-103.88,autopilot,False,False,False
106,2.267293930053711,4.81,-74.65,-103.97,autopilot,False,False,False
107,2.2896931171417236,4.81,-74.65,-104.08,autopilot,False,False,False
108,2.310939311981201,4.81,-74.65,-104.18,autopilot,False,False,False
109,2.332273006439209,4.81,-74.65,-104.29,autopilot,False,False,False
110,2.3534202575683594,4.81,-74.65,-104.39,autopilot,False,False,False
111,2.375070095062256,4.81,-74.65,-104.49,autopilot,False,False,False
112,2.3960824012756348,4.81,-74.65,-104.59,autopilot,False,False,False
113,2.416426181793213,4.81,-74.65,-104.69,autopilot,False,False,False
114,2.4375391006469727,4.81,-74.65,-104.79,autopilot,False,False,False
115,2.458794116973877,4.81,-74.65,-104.89,autopilot,False,False,False
116,2.4793074131011963,4.81,-74.65,-104.99,autopilot,False,False,False
117,2.501464605331421,4.81,-74.65,-105.1,autopilot,False,False,False
118,2.522024631500244,4.81,-74.65,-105.2,autopilot,False,False,False
119,2.543614387512207,4.81,-74.65,-105.3,autopilot,False,False,False
120,2.565290689468384,4.81,-74.65,-105.41,autopilot,False,False,False
121,2.5875771045684814,4.81,-74.65,-105.51,autopilot,False,False,False
122,2.6083178520202637,4.81,-74.65,-105.61,autopilot,False,False,False
123,2.628944158554077,4.81,-74.65,-105.71,autopilot,False,False,False
124,2.65128231048584,4.81,-74.65,-105.82,autopilot,False,False,False
125,2.6719796657562256,4.81,-74.65,-105.92,autopilot,False,False,False
126,2.6947593688964844,4.81,-74.65,-106.02,autopilot,False,False,False
127,2.7167696952819824,4.81,-74.65,-106.13,autopilot,False,False,False
128,2.7387096881866455,4.81,-74.66,-106.24,autopilot,False,False,False
129,2.7591395378112793,4.81,-74.66,-106.34,autopilot,False,False,False
130,2.7813479900360107,4.81,-74.66,-106.44,autopilot,False,False,False
131,2.8037564754486084,4.81,-74.66,-106.55,autopilot,False,False,False
132,2.8249552249908447,4.81,-74.66,-106.65,autopilot,False,False,False
133,2.8459768295288086,4.81,-74.66,-106.76,autopilot,False,False,False
134,2.868262529373169,4.81,-74.66,-106.86,autopilot,False,False,False
135,2.890779972076416,4.81,-74.66,-106.97,autopilot,False,False,False
136,2.912504196166992,4.81,-74.66,-107.07,autopilot,False,False,False
137,2.934516429901123,4.81,-74.66,-107.18,autopilot,False,False,False
138,2.956226110458374,4.81,-74.66,-107.29,autopilot,False,False,False
139,2.978074073791504,4.81,-74.66,-107.39,autopilot,False,False,False
140,2.9994618892669678,4.81,-74.66,-107.49,autopilot,False,False,False
141,3.0215375423431396,4.81,-74.66,-107.6,autopilot,False,False,False
142,3.043333053588867,4.81,-74.66,-107.7,autopilot,False,False,False
143,3.06538462638855,4.81,-74.66,-107.8,autopilot,False,False,False
144,3.0865638256073,4.81,-74.66,-107.91,autopilot,False,False,False
145,3.107973337173462,4.81,-74.66,-108.01,autopilot,False,False,False
146,3.1285014152526855,4.81,-74.66,-108.11,autopilot,False,False,False
147,3.15080189704895,4.81,-74.66,-108.21,autopilot,False,False,False
148,3.1716699600219727,4.81,-74.66,-108.32,autopilot,False,False,False
149,3.192652463912964,4.81,-74.66,-108.42,autopilot,False,False,False
150,3.212977170944214,4.81,-74.66,-108.52,autopilot,False,False,False
151,3.2344188690185547,4.81,-74.66,-108.62,autopilot,False,False,False
152,3.255772829055786,4.81,-74.66,-108.72,autopilot,False,False,False
153,3.2769455909729004,4.81,-74.66,-108.83,autopilot,False,False,False
154,3.2986104488372803,4.81,-74.66,-108.93,autopilot,False,False,False
155,3.3194146156311035,4.81,-74.66,-109.03,autopilot,False,False,False
156,3.3403568267822266,4.81,-74.66,-109.13,autopilot,False,False,False
157,3.361071825027466,4.81,-74.66,-109.23,autopilot,False,False,False
158,3.3821630477905273,4.81,-74.66,-109.33,autopilot,False,False,False
159,3.4036903381347656,4.81,-74.66,-109.44,autopilot,False,False,False
160,3.425654888153076,4.81,-74.66,-109.54,autopilot,False,False,False
161,3.4461042881011963,4.81,-74.66,-109.64,autopilot,False,False,False
162,3.4675040245056152,4.81,-74.66,-109.74,autopilot,False,False,False
163,3.488567352294922,4.81,-74.67,-109.84,autopilot,False,False,False
164,3.5094194412231445,4.81,-74.67,-109.94,autopilot,False,False,False
165,3.53000545501709,4.81,-74.67,-110.04,autopilot,False,False,False
166,3.5523602962493896,4.81,-74.67,-110.15,autopilot,False,False,False
167,3.572962522506714,4.81,-74.67,-110.25,autopilot,False,False,False
168,3.5951027870178223,4.81,-74.67,-110.36,autopilot,False,False,False
169,3.6166470050811768,4.81,-74.67,-110.46,autopilot,False,False,False
170,3.6370747089385986,4.81,-74.67,-110.56,autopilot,False,False,False
171,3.6600890159606934,4.81,-74.67,-110.66,autopilot,False,False,False
172,3.680694580078125,4.81,-74.67,-110.77,autopilot,False,False,False
173,3.7009575366973877,4.81,-74.67,-110.86,autopilot,False,False,False
174,3.722064733505249,4.81,-74.67,-110.97,autopilot,False,False,False
175,3.744049549102783,4.81,-74.67,-111.07,autopilot,False,False,False
176,3.7646126747131348,4.81,-74.67,-111.17,autopilot,False,False,False
177,3.7864184379577637,4.81,-74.67,-111.27,autopilot,False,False,False
178,3.807471513748169,4.8,-74.67,-111.38,autopilot,False,False,False
179,3.8283588886260986,4.78,-74.67,-111.48,autopilot,False,False,False
180,3.8508236408233643,4.73,-74.67,-111.58,autopilot,False,False,False
181,3.872817277908325,4.66,-74.67,-111.69,autopilot,False,False,False
182,3.8943917751312256,4.57,-74.67,-111.79,autopilot,False,False,False
183,3.9161856174468994,4.46,-74.67,-111.88,autopilot,False,False,False
184,3.938149929046631,4.33,-74.67,-111.98,autopilot,False,False,False
185,3.9599037170410156,4.18,-74.67,-112.07,autopilot,False,False,False
186,3.9814648628234863,4.03,-74.67,-112.16,autopilot,False,False,False
187,4.0024566650390625,3.88,-74.67,-112.24,autopilot,False,False,False
188,4.023277521133423,3.74,-74.67,-112.32,autopilot,False,False,False
189,4.04552960395813,3.6,-74.67,-112.4,autopilot,False,False,False
190,4.067984580993652,3.47,-74.67,-112.48,autopilot,False,False,False
191,4.088683843612671,3.36,-74.67,-112.55,autopilot,False,False,False
192,4.11090350151062,3.25,-74.67,-112.63,autopilot,False,False,False
193,4.1328160762786865,3.16,-74.67,-112.7,autopilot,False,False,False
194,4.1544129848480225,3.07,-74.67,-112.76,autopilot,False,False,False
195,4.175840377807617,2.99,-74.67,-112.83,autopilot,False,False,False
196,4.197065114974976,2.92,-74.67,-112.89,autopilot,False,False,False
197,4.218911170959473,2.86,-74.67,-112.95,autopilot,False,False,False
198,4.240588188171387,2.81,-74.67,-113.02,autopilot,False,False,False
199,4.261981725692749,2.76,-74.67,-113.08,autopilot,False,False,False
200,4.28400182723999,2.72,-74.67,-113.14,autopilot,False,False,False
201,4.305065393447876,2.68,-74.67,-113.19,autopilot,False,False,False
202,4.326322793960571,2.65,-74.67,-113.25,autopilot,False,False,False
203,4.346935272216797,2.61,-74.67,-113.3,autopilot,False,False,False
204,4.368298530578613,2.58,-74.67,-113.36,autopilot,False,False,False
205,4.389920473098755,2.55,-74.67,-113.41,autopilot,False,False,False
206,4.41144323348999,2.53,-74.68,-113.47,autopilot,False,False,False
207,4.432248592376709,2.51,-74.68,-113.52,autopilot,False,False,False
208,4.45346999168396,2.48,-74.68,-113.57,autopilot,False,False,False
209,4.474582195281982,2.47,-74.68,-113.63,autopilot,False,False,False
210,4.495637655258179,2.45,-74.68,-113.68,autopilot,False,False,False
211,4.516701936721802,2.44,-74.68,-113.73,autopilot,False,False,False
212,4.537836313247681,2.43,-74.68,-113.78,autopilot,False,False,False
213,4.55927848815918,2.42,-74.68,-113.83,autopilot,False,False,False
214,4.581401109695435,2.41,-74.68,-113.89,autopilot,False,False,False
215,4.604588270187378,2.41,-74.68,-113.94,autopilot,False,False,False
216,4.627245664596558,2.41,-74.68,-113.99,autopilot,False,False,False
217,4.648638010025024,2.4,-74.68,-114.05,autopilot,False,False,False
218,4.670221567153931,2.41,-74.68,-114.1,autopilot,False,False,False
219,4.692167282104492,2.41,-74.68,-114.15,autopilot,False,False,False
220,4.7141032218933105,2.41,-74.68,-114.21,autopilot,False,False,False
221,4.735951900482178,2.41,-74.68,-114.26,autopilot,False,False,False
222,4.757299900054932,2.42,-74.68,-114.31,autopilot,False,False,False
223,4.7787024974823,2.42,-74.68,-114.36,autopilot,False,False,False
224,4.800742864608765,2.42,-74.68,-114.41,autopilot,False,False,False
