tick,timestamp,speed_ms,location_x,location_y,control_mode,collision,lane_invasion,is_avoiding
1,0.002788066864013672,3.29,16.98,-193.58,autopilot,False,False,False
2,0.02552485466003418,3.34,17.05,-193.57,autopilot,False,False,False
3,0.05051684379577637,3.4,17.13,-193.57,autopilot,False,False,False
4,0.0714111328125,3.45,17.2,-193.57,autopilot,False,False,False
5,0.09349417686462402,3.5,17.28,-193.57,autopilot,False,False,False
6,0.1151573657989502,3.55,17.36,-193.57,autopilot,False,False,False
7,0.13561415672302246,3.6,17.43,-193.57,autopilot,False,False,False
8,0.15637755393981934,3.65,17.5,-193.56,autopilot,False,False,False
9,0.1807858943939209,3.71,17.6,-193.56,autopilot,False,False,False
10,0.20329952239990234,3.76,17.68,-193.56,autopilot,False,False,False
11,0.2236948013305664,3.81,17.76,-193.56,autopilot,False,False,False
12,0.24950599670410156,3.87,17.86,-193.55,autopilot,False,False,False
13,0.2746400833129883,3.93,17.96,-193.55,autopilot,False,False,False
14,0.2993149757385254,3.98,18.05,-193.55,autopilot,False,False,False
15,0.32415008544921875,4.04,18.15,-193.55,autopilot,False,False,False
16,0.3445436954498291,4.09,18.24,-193.54,autopilot,False,False,False
17,0.365018367767334,4.13,18.32,-193.54,autopilot,False,False,False
18,0.38564252853393555,4.17,18.41,-193.54,autopilot,False,False,False
19,0.4089963436126709,4.22,18.5,-193.54,autopilot,False,False,False
20,0.4305875301361084,4.27,18.59,-193.54,autopilot,False,False,False
21,0.4513986110687256,4.31,18.69,-193.53,autopilot,False,False,False
22,0.4730224609375,4.35,18.78,-193.53,autopilot,False,False,False
23,0.49346065521240234,4.38,18.87,-193.53,autopilot,False,False,False
24,0.5139951705932617,4.42,18.96,-193.53,autopilot,False,False,False
25,0.5349106788635254,4.45,19.05,-193.52,autopilot,False,False,False
26,0.5569071769714355,4.48,19.15,-193.52,autopilot,False,False,False
27,0.5790491104125977,4.52,19.25,-193.52,autopilot,False,False,False
28,0.5999224185943604,4.54,19.34,-193.52,autopilot,False,False,False
29,0.6218266487121582,4.57,19.44,-193.51,autopilot,False,False,False
30,0.6477417945861816,4.6,19.56,-193.51,autopilot,False,False,False
31,0.6716327667236328,4.63,19.66,-193.51,autopilot,False,False,False
32,0.6925013065338135,4.65,19.77,-193.51,autopilot,False,False,False
33,0.7142524719238281,4.67,19.87,-193.5,autopilot,False,False,False
34,0.7356648445129395,4.69,19.97,-193.5,autopilot,False,False,False
35,0.7572982311248779,4.71,20.07,-193.5,autopilot,False,False,False
36,0.7856338024139404,4.72,20.17,-193.5,autopilot,False,False,False
37,0.8111088275909424,4.74,20.32,-193.49,autopilot,False,False,False
38,0.8327844142913818,4.76,20.43,-193.49,autopilot,False,False,False
39,0.8535394668579102,4.77,20.53,-193.49,autopilot,False,False,False
40,0.8759655952453613,4.78,20.63,-193.48,autopilot,False,False,False
41,0.8991720676422119,4.79,20.74,-193.48,autopilot,False,False,False
42,0.9212472438812256,4.8,20.85,-193.48,autopilot,False,False,False
43,0.9434762001037598,4.81,20.96,-193.48,autopilot,False,False,False
44,0.9652988910675049,4.82,21.06,-193.47,autopilot,False,False,False
45,0.9862010478973389,4.82,21.16,-193.47,autopilot,False,False,False
